COMMAND.TOKEN.TOINV.DESCRIPTION,Add a non-tokenized copy of the token to your inventory.,Fügen Sie eine nicht tokenisierte Kopie des Tokens zu Ihrem Inventar hinzu.
COMMAND.TOKEN.TOINV.SUCCESS,&aThe item was added to your inventory.,&aDas Item wurde deinem Inventar hinzugefügt.
COMMAND.TOKEN.TOINV.FAILED,&cNo space in inventory to add the item to.,&cKein Platz im Inventar zum Hinzufügen des Items.
COMMAND.TOKEN.NICKNAME.DESCRIPTION,Add a nickname to a token for command usages.,Fügen Sie einem Token für Befehlsverwendungen einen Spitznamen hinzu.
COMMAND.TOKEN.NICKNAME.SUCCESS,&aToken nickname added.,&aToken Spitzname hinzugefügt.
COMMAND.TOKEN.NICKNAME.DUPLICATE,&cToken nickname already exists.,&cToken Spitzname existiert bereits.
COMMAND.TOKEN.NICKNAME.HAS,&cThe token already has the nickname.,&cDer Token hat bereits den Spitznamen.
COMMAND.TOKEN.ADDPERM.DESCRIPTION,Add a permission to a token by referencing the token's id.,"Fügen Sie eine Erlaubnis zu einem Token hinzu, indem Sie auf die Token ID verweisen."
COMMAND.TOKEN.ADDPERM.PERMADDED,&aPermission added to token.,&aErlaubnis zum Token hinzugefügt.
COMMAND.TOKEN.ADDPERM.PERMREJECTED,&cPermission is blacklisted for tokens.,&cErlaubnis steht auf der schwarzen Liste für Tokens.
COMMAND.TOKEN.ADDPERM.DUPLICATEPERM,&cPermission already on token.,&cErlaubnis bereits auf Token.
COMMAND.TOKEN.REVOKEPERM.DESCRIPTION,Remove a permission from a token by referencing the token's id.,"Entfernen Sie eine Erlaubnis von einem Token, indem Sie auf die Token ID verweisen."
COMMAND.TOKEN.REVOKEPERM.PERMREVOKED,&aPermission removed from token.,&aErlaubnis von Token entfernt.
COMMAND.TOKEN.REVOKEPERM.PERMNOTONTOKEN,&cPermission not found on token.,&cErlaubnis nicht auf Token gefunden.
COMMAND.TOKEN.NOSUCHTOKEN,&cToken not found.,&cToken nicht gefunden.
COMMAND.TOKEN.NOHELDITEM,&cMust hold an item to use as a token.,"&cMuss Item halten, um als Token zu nutzen."
COMMAND.TRADE.DESCRIPTION,Show help for trade sub-commands.,Zeige Hilfe für Tausch Sub-commands.
COMMAND.TRADE.INVITE.DESCRIPTION,Invite a player to trade tokens.,"Lade einen Spieler ein, Tokens zu tauschen."
COMMAND.TRADE.ACCEPT.DESCRIPTION,Accept another player's trade invite.,Nehme eine Tausch-Einladung eines anderen Spielers an.
COMMAND.TRADE.DECLINE.DESCRIPTION,Decline another player's trade invite.,Lehne eine Tausch-Einladung eines anderen Spielers ab.
COMMAND.TRADE.NOOPENINVITE,&cNo open trade invite from &6%s,&cKeine offene Tausch-Einladung von &6%s
COMMAND.TRADE.DECLINED.SENDER,&aYou have declined &6%s's &atrade invite.,&aDu hast &6%s's &aTausch-Einladung abgelehnt.
COMMAND.TRADE.DECLINED.TARGET,&6%s &chas declined your trade invite.,&6%s &chat deine Tausch-Einladung abgelehnt.
COMMAND.TRADE.ALREADYINVITED,&cYou have already invited &6%s &cto trade.,&cDu hast &6%s &cschon zum Tauschen eingeladen.
COMMAND.TRADE.WANTSTOTRADE,&6%s &awants to trade with you.,&6%s &awill mit dir tauschen.
COMMAND.TRADE.INVITESENT,&aTrade invite sent to &6%s!,&aTausch-Einladung an &6%sgesendet!
COMMAND.TRADE.INVITEDTOTRADE,&6%s &7has invited you to trade.,&6%s &7hat dir eine Tausch-Einladung gesendet.
COMMAND.TRADE.CONFIRM.ACTION,&6Please confirm the trade in your wallet app.,&6Bitte bestätige den Tausch in deiner Wallet App.
COMMAND.TRADE.CONFIRM.WAIT,&6Please wait while the other player confirms the trade.,&6Bitte warte während der andere Spieler den Tausch bestätigt.
COMMAND.TRADE.COMPLETE,&6Your trade is complete!,&6Euer Tausch wurde abgeschlossen!
COMMAND.UNLINK.DESCRIPTION,Removes link between wallet and player account.,Hebt die Verbindung zwischen Wallet und Spieler Account auf.
COMMAND.UNLINK.SUCCESS,&aThe wallet has been unlinked from your account!,&aDas Wallet wurde von deinem Spieler Account getrennt!
COMMAND.WALLET.DESCRIPTION,"Open your wallet inventory to view, check out, and return items.","Öffne dein Wallet-Inventar um Items anzuzeigen, herauszunehmen, und wieder zurückzulegen."
HINT.LINK,&cType &6'/enj link' &cfor instructions on how to link your Enjin Wallet.,"&cGebe &6'/enj link' &cein, um eine Anleitung für die Verknüpfung des Enjin Wallets anzuzeigen."
IDENTITY.NOTLOADED,&cYour player data is loading. Try again momentarily.,&cDeine Spielerdaten laden. Versuche es gleich noch einmal.
ERRORS.EXCEPTION,&cERROR: &7%s,&cERROR: &7%s
ERRORS.CHOOSEOTHERPLAYER,&cYou must specify a player other than yourself.,&cDu musst einen anderen Spieler als dich selbst angeben.
ERRORS.PLAYERNOTONLINE,&6%s &cis not online.,&6%s &cist nicht online.
MISC.NEWLINE,,
WALLET.NOTLINKED.SELF,&cYou have not linked a wallet to your identity.,&cDu hast kein Wallet mit deiner Identität verbunden.
WALLET.NOTLINKED.OTHER,&6%s &chas not linked a wallet.,&6%s &chat kein Wallet verbunden.
WALLET.ALLOWANCENOTSET,&cYou must confirm the approve request in your wallet before you can send or trade tokens.,"&cDu musst die Zustimmung in deinem Wallet erteilen, bevor du Tokens senden oder tauschen kannst."
