COMMAND.TOKEN.TOINV.DESCRIPTION,Add a non-tokenized copy of the token to your inventory.,Magdagdag ng non-tokenized copy ng token sa iyong imbentaryo.
COMMAND.TOKEN.TOINV.SUCCESS,&aThe item was added to your inventory.,&aAng item ay naidagdag sa iyong imbentaryo.
COMMAND.TOKEN.TOINV.FAILED,&cNo space in inventory to add the item to.,&cWalang espasyo sa imbentaryo upang maidagdag ang item.
COMMAND.TOKEN.NICKNAME.DESCRIPTION,Add a nickname to a token for command usages.,Magdagdag ng palayaw sa isang token para sa command usages.
COMMAND.TOKEN.NICKNAME.SUCCESS,&aToken nickname added.,&aToken nickname ay naitala
COMMAND.TOKEN.NICKNAME.DUPLICATE,&cToken nickname already exists.,&cMayroon nang katulad na Token nickname
COMMAND.TOKEN.NICKNAME.HAS,&cThe token already has the nickname.,&cAng token ay ginagamit na ang nickname
COMMAND.TOKEN.ADDPERM.DESCRIPTION,Add a permission to a token by referencing the token's id.,Magdagdag ng permiso sa token sa pamamagitan ng pag reperensiya sa id ng token.
COMMAND.TOKEN.ADDPERM.PERMADDED,&aPermission added to token.,&aPermiso ay idinagdag sa token.
COMMAND.TOKEN.ADDPERM.PERMREJECTED,&cPermission is blacklisted for tokens.,&cPermiso ay naka-blacklist para sa mga token.
COMMAND.TOKEN.ADDPERM.DUPLICATEPERM,&cPermission already on token.,&cPermiso ay nasa token na.
COMMAND.TOKEN.REVOKEPERM.DESCRIPTION,Remove a permission from a token by referencing the token's id.,Tanggaling ang permiso sa isang token sa pamamagitan ng pag reperensiya ng token id.
COMMAND.TOKEN.REVOKEPERM.PERMREVOKED,&aPermission removed from token.,&aPermiso ay tinanggal sa token.
COMMAND.TOKEN.REVOKEPERM.PERMNOTONTOKEN,&cPermission not found on token.,&cPermiso ay hindi mahanap sa token.
COMMAND.TOKEN.NOSUCHTOKEN,&cToken not found.,&cToken ay hindi mahanap
COMMAND.TOKEN.NOHELDITEM,&cMust hold an item to use as a token.,&cKailangang humawak ng isang item na gagamitin bilang isang token.
COMMAND.TRADE.DESCRIPTION,Show help for trade sub-commands.,Magpakita ng listahan para sa trade sub-commands.
COMMAND.TRADE.INVITE.DESCRIPTION,Invite a player to trade tokens.,Anyayahan ang isang manlalaro na makipagkalakalan ng mga token.
COMMAND.TRADE.ACCEPT.DESCRIPTION,Accept another player's trade invite.,Tanggapin ang paanyaya ng ibang manlalaro na makipagkalakalan.
COMMAND.TRADE.DECLINE.DESCRIPTION,Decline another player's trade invite.,Tanggihan ang imbitasyon ng mga ibang manlalaro na makipagkalakalan.
COMMAND.TRADE.NOOPENINVITE,&cNo open trade invite from &6%s,&cWalang imbitasyon na makipagkalakalan galing kay &6%s
COMMAND.TRADE.DECLINED.SENDER,&aYou have declined &6%s's &atrade invite.,&aTinanggihan ang imbitasyon ni &6%s sa &apakikipagkalakaran.
COMMAND.TRADE.DECLINED.TARGET,&6%s &chas declined your trade invite.,&6%s &cay tinanggihan ang iyong imbitasyon sa pakikipagkalakalan.
COMMAND.TRADE.ALREADYINVITED,&cYou have already invited &6%s &cto trade.,&cInimbitahan mo na si &6%s &cmakipagkalakalan.
COMMAND.TRADE.WANTSTOTRADE,&6%s &awants to trade with you.,&6%s &aay gustong makipagkalakalan sa iyo.
COMMAND.TRADE.INVITESENT,&aTrade invite sent to &6%s!,&aImbitasyong sa pakikipagkalakalan ay ipinadala kay &6%s!
COMMAND.TRADE.INVITEDTOTRADE,&6%s &7has invited you to trade.,&6%s &7ay inimbitahan ka makipagkalakalan.
COMMAND.TRADE.CONFIRM.ACTION,&6Please confirm the trade in your wallet app.,&6Mangyaring kumpirmahin ang kalakalan sa iyong pitaka.
COMMAND.TRADE.CONFIRM.WAIT,&6Please wait while the other player confirms the trade.,&6Mangyaring maghintay habang kinukumpirma ng iyong kalaro ang kalakalan.
COMMAND.TRADE.COMPLETE,&6Your trade is complete!,&6Naganap na ang kalakalan!
COMMAND.UNLINK.DESCRIPTION,Removes link between wallet and player account.,Tinatanggal ang link ng pitaka at account ng manlalaro.
COMMAND.UNLINK.SUCCESS,&aThe wallet has been unlinked from your account!,&aNatanggal na ang link ng pitaka sa iyong account!
COMMAND.WALLET.DESCRIPTION,"Open your wallet inventory to view, check out, and return items.","Buksan ang imbentaryo ng iyong pitaka upang tingnan, suriin, at ibalik ang mga item."
HINT.LINK,&cType &6'/enj link' &cfor instructions on how to link your Enjin Wallet.,&cType &6'/enj link' &cpara sa mga instruction kung paano i-link ang iyong Enjin Wallet.
IDENTITY.NOTLOADED,&cYour player data is loading. Try again momentarily.,&cNaglo-load ang iyong player data. Subukan muli ng ilang sandali.
ERRORS.EXCEPTION,&cERROR: &7%s,&cERROR: &7%s
ERRORS.CHOOSEOTHERPLAYER,&cYou must specify a player other than yourself.,&cDapat mong tukuyin ang isang manlalaro maliban sa iyong sarili.
ERRORS.PLAYERNOTONLINE,&6%s &cis not online.,&6%s &cay hindi online.
MISC.NEWLINE,,
WALLET.NOTLINKED.SELF,&cYou have not linked a wallet to your identity.,&cHindi mo pa naiugnay ang pitaka sa iyong identity.
WALLET.NOTLINKED.OTHER,&6%s &chas not linked a wallet.,&6%s &cay hindi naka-link ang pitaka
WALLET.ALLOWANCENOTSET,&cYou must confirm the approve request in your wallet before you can send or trade tokens.,&cKailangan aprubahan ang request sa pitaka bago makapagpadala o makipagkalakalan ng mga token.
