COMMAND.TOKEN.ADDPERM.DUPLICATEPERM,&cPermission already on token.,Dozvola već u tokenu.
COMMAND.TOKEN.REVOKEPERM.DESCRIPTION,Remove a permission from a token by referencing the token's id.,Uklonite dozvolu iz tokena referenciranjem identifikacionog broja tokena.
COMMAND.TOKEN.REVOKEPERM.PERMREVOKED,&aPermission removed from token.,Dozvola  je oduzeta tokenu.
COMMAND.TOKEN.REVOKEPERM.PERMNOTONTOKEN,&cPermission not found on token.,Dozvola nije pronađena u tokenu.
COMMAND.TOKEN.NOSUCHTOKEN,&cToken not found.,Tokn nije pronađen.
COMMAND.TOKEN.NOHELDITEM,&cMust hold an item to use as a token.,Morate posedovati predmet koja se koristi kao token.
COMMAND.TRADE.DESCRIPTION,Show help for trade sub-commands.,Prikaži pomoć za pod-komande za trgovinu.
COMMAND.TRADE.INVITE.DESCRIPTION,Invite a player to trade tokens.,Pozovi igrača da trguje žetonima.
COMMAND.TRADE.ACCEPT.DESCRIPTION,Accept another player's trade invite.,Prihvati poziv za trgovinu od strane drugog igrača.
COMMAND.TRADE.DECLINE.DESCRIPTION,Decline another player's trade invite.,Odbij poziv za trgovinu od strane drugog igrača.
COMMAND.TRADE.NOOPENINVITE,&cNo open trade invite from &6%s,&cNema poziva za trgovinu &6%s
COMMAND.TRADE.DECLINED.SENDER,&aYou have declined &6%s's &atrade invite.,&aOdbili ste &6%s's &apoziv za trgovinu.
COMMAND.TRADE.DECLINED.TARGET,&6%s &chas declined your trade invite.,&6%s &cje odbio Vaš poziv za trgovinu.
COMMAND.TRADE.ALREADYINVITED,&cYou have already invited &6%s &cto trade.,&cVeć ste pozvali &6%s &cto trgovinu.
COMMAND.TRADE.WANTSTOTRADE,&6%s &awants to trade with you.,&6%s &aželi da trguje sa Vama.
COMMAND.TRADE.INVITESENT,&aTrade invite sent to &6%s!,&aPozivnica za trgovinu je poslata igraču &6%s!
COMMAND.TRADE.INVITEDTOTRADE,&6%s &7has invited you to trade.,&6%s &7Vas je pozvao da trgujete.
COMMAND.TRADE.CONFIRM.ACTION,&6Please confirm the trade in your wallet app.,&6Potvrdi trgovinu u novčaniku.
COMMAND.TRADE.CONFIRM.WAIT,&6Please wait while the other player confirms the trade.,&6Pričekajte dok drugi igrač potvrdi trgovinu.
COMMAND.TRADE.COMPLETE,&6Your trade is complete!,&6Trgovina je završena!
COMMAND.UNLINK.DESCRIPTION,Removes link between wallet and player account.,Uklanja link između novčanika i naloga igrača!
COMMAND.UNLINK.SUCCESS,&aThe wallet has been unlinked from your account!,&aNovčanik više nije povezan sa Vašim nalogom!
COMMAND.WALLET.DESCRIPTION,"Open your wallet inventory to view, check out, and return items.",Otvorite popis novčanika da biste pregledali i vraćali predmete.
HINT.LINK,&cType &6'/enj link' &cfor instructions on how to link your Enjin Wallet.,&cType &6'/enj link' &cza uputstva o tome kako da povežete svoj Enjin novčanik.
IDENTITY.NOTLOADED,&cYour player data is loading. Try again momentarily.,&cPodaci o Vašem plejeru se učitavaju. Pokušajte ponovo za koji trenutak.
ERRORS.EXCEPTION,&cERROR: &7%s,&cGREŠKA: &7%s
ERRORS.CHOOSEOTHERPLAYER,&cYou must specify a player other than yourself.,&cMorate navesti još nekog igrača pored sebe.
ERRORS.PLAYERNOTONLINE,&6%s &cis not online.,&6%s &cnije na vezi.
MISC.NEWLINE,,
WALLET.NOTLINKED.SELF,&cYou have not linked a wallet to your identity.,&cNiste povezali novčanik sa svojim identitetom.
WALLET.NOTLINKED.OTHER,&6%s &chas not linked a wallet.,&6%s &cnije povezao novčanik.
WALLET.ALLOWANCENOTSET,&cYou must confirm the approve request in your wallet before you can send or trade tokens.,"&cDa biste mogli da pošaljete ili trgujete žetonima, morate da odobrite zahtev za dodatak u svom novčaniku."
