COMMAND.TRADE.DECLINED.TARGET,&6%s &chas declined your trade invite.,&6%s &ha rechazado tu invitación de intercambio. 
COMMAND.TRADE.ALREADYINVITED,&cYou have already invited &6%s &cto trade.,&cYa has invitado a &6%s a un intercambio.
COMMAND.TRADE.WANTSTOTRADE,&6%s &awants to trade with you.,&6%s &aquiere intercambiar contigo. 
COMMAND.TRADE.INVITESENT,&aTrade invite sent to &6%s!,&a¡Invitación de intercambio enviado a %6%s!
COMMAND.TRADE.INVITEDTOTRADE,&6%s &7has invited you to trade.,&6%s &7ha invitado a un intercambio.
COMMAND.TRADE.CONFIRM.ACTION,&6Please confirm the trade in your wallet app.,&6Por favor confirmar el intercambio en su cartera de Enjin.
COMMAND.TRADE.CONFIRM.WAIT,&6Please wait while the other player confirms the trade.,&6Por favor espera mientras el otro jugador confirma el intercambio. 
COMMAND.TRADE.COMPLETE,&6Your trade is complete!,&6¡Tu intercambio ha sido completado!
COMMAND.UNLINK.DESCRIPTION,Removes link between wallet and player account.,Quita el enlace entre la cartera y la cuenta del jugador.
COMMAND.UNLINK.SUCCESS,&aThe wallet has been unlinked from your account!,&aLa cartera ha sido desenlazado de tu cuenta. 
COMMAND.WALLET.DESCRIPTION,"Open your wallet inventory to view, check out, and return items.","Abrir el inventario de la cartera para ver, verificar y devolver items. "
HINT.LINK,&cType &6'/enj link' &cfor instructions on how to link your Enjin Wallet.,&cEscribir &6'/enj link' &cpara instruciones en como puedes enlazar tu cartera de Enjin. 
IDENTITY.NOTLOADED,&cYour player data is loading. Try again momentarily.,&cLos datos del jugador está cargando. Vuelve a intentar en un momento. 
ERRORS.EXCEPTION,&cERROR: &7%s,&cERROR: &7%s
ERRORS.CHOOSEOTHERPLAYER,&cYou must specify a player other than yourself.,&cDebes especificar un jugador que no es usted. 
ERRORS.PLAYERNOTONLINE,&6%s &cis not online.,&6%s &cno está disponible. 
MISC.NEWLINE,,
WALLET.NOTLINKED.SELF,&cYou have not linked a wallet to your identity.,&cNo has enlazado tu identidad a tu cartera. 
WALLET.NOTLINKED.OTHER,&6%s &chas not linked a wallet.,&6%s &cno ha enlazado una cartera. 
WALLET.ALLOWANCENOTSET,&cYou must confirm the approve request in your wallet before you can send or trade tokens.,&cDebes confirmar el pedido de aprobación en tu cartera antes de poder enviar o intercambiar tokens. 
